,gocam,title,identifier
97,http://model.geneontology.org/627d95ee00001242,"Regulation of transcription elongation by the P-TEFb complex, NELFE and PARP1 (Human)",P18615
98,http://model.geneontology.org/627d95ee00001242,"Regulation of transcription elongation by the P-TEFb complex, NELFE and PARP1 (Human)",P24928-2
99,http://model.geneontology.org/5fce9b7300002436,SPModule TREM2-DAP12,P43405
100,http://model.geneontology.org/5fce9b7300002436,SPModule TREM2-DAP12,P05067
101,http://model.geneontology.org/5fce9b7300002436,SPModule TREM2-DAP12,Q9NZC2
102,http://model.geneontology.org/5fce9b7300002436,SPModule TREM2-DAP12,O43914
103,http://model.geneontology.org/623d156d00000673,IL5-mediated signaling pathway (Human),Q01344
104,http://model.geneontology.org/623d156d00000673,IL5-mediated signaling pathway (Human),P07948
105,http://model.geneontology.org/623d156d00000673,IL5-mediated signaling pathway (Human),O60674
106,http://model.geneontology.org/623d156d00000673,IL5-mediated signaling pathway (Human),P42229
107,http://model.geneontology.org/623d156d00000673,IL5-mediated signaling pathway (Human),P32927
108,http://model.geneontology.org/623d156d00000673,IL5-mediated signaling pathway (Human),P05113
109,http://model.geneontology.org/5fce9b7300001590,SPModule-PGLYRP1/HSP701A,P0DMV8
110,http://model.geneontology.org/5fce9b7300001590,SPModule-PGLYRP1/HSP701A,O75594
111,http://model.geneontology.org/5fce9b7300001590,SPModule-PGLYRP1/HSP701A,Q9NZL4
112,http://model.geneontology.org/613aae0000000011,SP-ANN-SEC14L1,O95786
113,http://model.geneontology.org/613aae0000000011,SP-ANN-SEC14L1,Q92503
114,http://model.geneontology.org/613aae0000000011,SP-ANN-SEC14L1,Q7Z434
115,http://model.geneontology.org/5fce9b7300001616,SPModule-PGRP1-S100A4,P51681
116,http://model.geneontology.org/5fce9b7300001616,SPModule-PGRP1-S100A4,P26447
117,http://model.geneontology.org/5fce9b7300001616,SPModule-PGRP1-S100A4,P49682
118,http://model.geneontology.org/5fce9b7300001616,SPModule-PGRP1-S100A4,O75594
119,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),P06493
120,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),P27816
121,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),Q15154
122,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),Q9H6J7
123,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),Q96L34
124,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),Q6ZTW0
125,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),O95922
126,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),Q8IUZ0
127,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),Q68CL5
128,http://model.geneontology.org/6205c24300000330,Microtubule polyglutamylation regulation (human),Q8IUZ0-4
129,http://model.geneontology.org/627d95ee00000472,IL15 signaling pathway (Human),P23458
130,http://model.geneontology.org/627d95ee00000472,IL15 signaling pathway (Human),P52333
131,http://model.geneontology.org/627d95ee00000472,IL15 signaling pathway (Human),P40933
132,http://model.geneontology.org/627d95ee00000472,IL15 signaling pathway (Human),P40763
133,http://model.geneontology.org/627d95ee00000472,IL15 signaling pathway (Human),P42229
134,http://model.geneontology.org/627d95ee00000472,IL15 signaling pathway (Human),P14784
135,http://model.geneontology.org/627d95ee00000472,IL15 signaling pathway (Human),P31785
136,http://model.geneontology.org/627d95ee00000472,IL15 signaling pathway (Human),Q13261
137,http://model.geneontology.org/62183af000000874,miRNA maturation by TRUB1 (Human),Q8WYQ5
138,http://model.geneontology.org/62183af000000874,miRNA maturation by TRUB1 (Human),Q9H9Z2
139,http://model.geneontology.org/62183af000000874,miRNA maturation by TRUB1 (Human),Q8WWH5
141,http://model.geneontology.org/617b481400000672,KAT5 chromatin localization (Human),P50750
142,http://model.geneontology.org/617b481400000672,KAT5 chromatin localization (Human),Q92993
143,http://model.geneontology.org/617b481400000672,KAT5 chromatin localization (Human),Q99986
144,http://model.geneontology.org/623d156d00000290,IL4-mediated signaling pathway (human),P23458
145,http://model.geneontology.org/623d156d00000290,IL4-mediated signaling pathway (human),P42226
146,http://model.geneontology.org/623d156d00000290,IL4-mediated signaling pathway (human),P42229
147,http://model.geneontology.org/623d156d00000290,IL4-mediated signaling pathway (human),P52333
148,http://model.geneontology.org/623d156d00000290,IL4-mediated signaling pathway (human),P31785
149,http://model.geneontology.org/623d156d00000290,IL4-mediated signaling pathway (human),P24394
150,http://model.geneontology.org/623d156d00000290,IL4-mediated signaling pathway (human),P05112
151,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),O43318
152,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),P01584
153,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),Q99836
154,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),P14778
155,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),P29466
156,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),P51617
157,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),Q9NWZ3
158,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),Q9H0E2
159,http://model.geneontology.org/59cc772c00000000,IL1beta-mediated signaling pathway (Human),Q9NPH3
160,http://model.geneontology.org/623d156d00000340,IL3-mediated signaling pathway (Human),P32927
161,http://model.geneontology.org/623d156d00000340,IL3-mediated signaling pathway (Human),O60674
162,http://model.geneontology.org/623d156d00000340,IL3-mediated signaling pathway (Human),P42229
163,http://model.geneontology.org/623d156d00000340,IL3-mediated signaling pathway (Human),P08700
164,http://model.geneontology.org/623d156d00000340,IL3-mediated signaling pathway (Human),P26951
165,http://model.geneontology.org/6168d1e000000007,SP_RNF26ubiquinatesSQSTM1,Q13501
166,http://model.geneontology.org/6168d1e000000007,SP_RNF26ubiquinatesSQSTM1,Q9Y385
167,http://model.geneontology.org/6168d1e000000007,SP_RNF26ubiquinatesSQSTM1,Q9BY78
168,http://model.geneontology.org/6168d1e000000007,SP_RNF26ubiquinatesSQSTM1,Q9H0E2
169,http://model.geneontology.org/614fa6f900000500,SP-ANN-TUT1,Q15020
170,http://model.geneontology.org/614fa6f900000500,SP-ANN-TUT1,Q9H6E5
171,http://model.geneontology.org/614fa6f900000500,SP-ANN-TUT1,Q9Y4E8
172,http://model.geneontology.org/613aae0000001005,SP-ANN-RECQL5,P06493
173,http://model.geneontology.org/613aae0000001005,SP-ANN-RECQL5,Q06609
174,http://model.geneontology.org/613aae0000001005,SP-ANN-RECQL5,O94762
175,http://model.geneontology.org/613aae0000001005,SP-ANN-RECQL5,Q96NY9
176,http://model.geneontology.org/6205c24300001663,IL2 signaling pathway (Human),P14784
177,http://model.geneontology.org/6205c24300001663,IL2 signaling pathway (Human),P31785
178,http://model.geneontology.org/6205c24300001663,IL2 signaling pathway (Human),P42229
179,http://model.geneontology.org/6205c24300001663,IL2 signaling pathway (Human),P52333
180,http://model.geneontology.org/6205c24300001663,IL2 signaling pathway (Human),P40763
181,http://model.geneontology.org/6205c24300001663,IL2 signaling pathway (Human),P01589
182,http://model.geneontology.org/6205c24300001663,IL2 signaling pathway (Human),P23458
183,http://model.geneontology.org/6205c24300001663,IL2 signaling pathway (Human),P60568
184,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),Q8N884
185,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),Q92993-4
186,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),O75531
187,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),O00743
188,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),P31749
189,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),Q14653
190,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),Q86WV6
191,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),Q9UHD2
192,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),P42574
193,http://model.geneontology.org/613aae0000000061,cGAS-STING (Human),Q9BRZ2
194,http://model.geneontology.org/62183af000000536,DNA damage sensor activity of SIRT6 and its regulation by SIRT1 (Human),Q8N6T7
195,http://model.geneontology.org/62183af000000536,DNA damage sensor activity of SIRT6 and its regulation by SIRT1 (Human),Q96EB6
196,http://model.geneontology.org/613aae0000000338,SP-ANN_TGM2,O00629
197,http://model.geneontology.org/613aae0000000338,SP-ANN_TGM2,P21980
198,http://model.geneontology.org/613aae0000000338,SP-ANN_TGM2,P68431
200,http://model.geneontology.org/6246724f00000331,Regulation of the NOD2 signaling pathway via RIPK2 ubiquitination by ZNRF4 (Human),Q9HC29
201,http://model.geneontology.org/6246724f00000331,Regulation of the NOD2 signaling pathway via RIPK2 ubiquitination by ZNRF4 (Human),Q8WWF5
202,http://model.geneontology.org/6246724f00000331,Regulation of the NOD2 signaling pathway via RIPK2 ubiquitination by ZNRF4 (Human),O43353
203,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),O15503
204,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),Q9Y5U4
205,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),P35558
206,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),P36956
207,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),Q12772
208,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),Q14703
209,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),Q14974
210,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),O43462
211,http://model.geneontology.org/6205c24300000880,Regulation of cholesterol biosynthesis by SREBP (SREBF1 and SREBF2) and retention by the SREBP-SCAP complex (Human),P31749
212,http://model.geneontology.org/5ee8120100000524,SP_N4BP3on MAVS,Q12933
213,http://model.geneontology.org/5ee8120100000524,SP_N4BP3on MAVS,P46934
214,http://model.geneontology.org/5ee8120100000524,SP_N4BP3on MAVS,Q7Z434
215,http://model.geneontology.org/5ee8120100000524,SP_N4BP3on MAVS,O15049
216,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449623
217,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449622
218,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,Q9BYF1
219,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1
220,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449625
221,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,O15393
222,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449626
223,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449633
224,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,O95992
225,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P24752
226,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P09958
227,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449631
228,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449621
229,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449628
230,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449629
231,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,P0DTD1-PRO_0000449630
232,http://model.geneontology.org/5e72450500004237,SARS-COV2/cycle,Q9H074
233,http://model.geneontology.org/617b481400000559,KAT5 regulation of lipid droplet disassembly (Human),P54646
234,http://model.geneontology.org/617b481400000559,KAT5 regulation of lipid droplet disassembly (Human),Q13131
235,http://model.geneontology.org/617b481400000559,KAT5 regulation of lipid droplet disassembly (Human),Q92993
236,http://model.geneontology.org/617b481400000559,KAT5 regulation of lipid droplet disassembly (Human),O60664
237,http://model.geneontology.org/617b481400000559,KAT5 regulation of lipid droplet disassembly (Human),Q99541
238,http://model.geneontology.org/5fb9cc0600000727,SPModule-TLR1/TLR2 activation,P58753
239,http://model.geneontology.org/5fb9cc0600000727,SPModule-TLR1/TLR2 activation,Q99836
240,http://model.geneontology.org/5fb9cc0600000727,SPModule-TLR1/TLR2 activation,O60603
241,http://model.geneontology.org/5fb9cc0600000727,SPModule-TLR1/TLR2 activation,P18428
242,http://model.geneontology.org/5fb9cc0600000727,SPModule-TLR1/TLR2 activation,Q15399
243,http://model.geneontology.org/5fb9cc0600000727,SPModule-TLR1/TLR2 activation,P08571
244,http://model.geneontology.org/5f46c3b700002685,IL6:sIL6R Trans-signaling pathway (Human),P40189
245,http://model.geneontology.org/5f46c3b700002685,IL6:sIL6R Trans-signaling pathway (Human),O14543
246,http://model.geneontology.org/5f46c3b700002685,IL6:sIL6R Trans-signaling pathway (Human),P08887-2
247,http://model.geneontology.org/5f46c3b700002685,IL6:sIL6R Trans-signaling pathway (Human),P23458
248,http://model.geneontology.org/5f46c3b700002685,IL6:sIL6R Trans-signaling pathway (Human),P40189-2
249,http://model.geneontology.org/5f46c3b700002685,IL6:sIL6R Trans-signaling pathway (Human),P05231
250,http://model.geneontology.org/5f46c3b700002685,IL6:sIL6R Trans-signaling pathway (Human),P40763
251,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,O94826
252,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q7Z434
253,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q14258
254,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,P0DTD1-PRO_0000449633
255,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q9UHD2
256,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,P0DTD1-PRO_0000449621
257,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,P0DTD2
258,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,P0DTD1-PRO_0000449619
259,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,O95786-2
260,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,P52292
261,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q14653
262,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q9UBU9
263,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,P0DTD1-PRO_0000449630
264,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q9BYX4
265,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,P0DTD1-PRO_0000449629
266,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,P0DTD1-PRO_0000449624
267,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q9Y4K3
268,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q14653-5
269,http://model.geneontology.org/5e72450500004019,SARS-COV2/HOST\n,Q13114-2
270,http://model.geneontology.org/61e0e55600001295,NLRP1 inflammasome leading to pyroptosis (Human),P29466
271,http://model.geneontology.org/61e0e55600001295,NLRP1 inflammasome leading to pyroptosis (Human),P57764
272,http://model.geneontology.org/61e0e55600001295,NLRP1 inflammasome leading to pyroptosis (Human),Q9C000
273,http://model.geneontology.org/61e0e55600001295,NLRP1 inflammasome leading to pyroptosis (Human),Q86TI2
274,http://model.geneontology.org/61e0e55600001295,NLRP1 inflammasome leading to pyroptosis (Human),Q9ULZ3
275,http://model.geneontology.org/61e0e55600001295,NLRP1 inflammasome leading to pyroptosis (Human),Q6V1X1
276,http://model.geneontology.org/5f46c3b700002102,SPModule-TIRAP-MYDDOSOME,P58753
277,http://model.geneontology.org/5f46c3b700002102,SPModule-TIRAP-MYDDOSOME,P51617
278,http://model.geneontology.org/5f46c3b700002102,SPModule-TIRAP-MYDDOSOME,Q9Y4K3
279,http://model.geneontology.org/5f46c3b700002102,SPModule-TIRAP-MYDDOSOME,Q99836
